Sector,Sub Sector,Org Name,Item Name,2019,2020,2021,2022,2023
Local Banks,Private Sector Banks,SILKBANK LIMITED,5. Net markup/interest income after provisions,"-816,673.00","-8,177,463.00","-8,177,463.00","-8,177,463.00","-8,177,463.00"
Local Banks,Private Sector Banks,SILKBANK LIMITED,6. Non-markup/interest income,"3,236,234.00","6,096,016.00","6,096,016.00","6,096,016.00","6,096,016.00"
Local Banks,Private Sector Banks,SILKBANK LIMITED,7. Non-markup/interest expenses,"8,248,504.00","7,610,014.00","7,610,014.00","7,610,014.00","7,610,014.00"
Local Banks,Private Sector Banks,SILKBANK LIMITED,8. Administrative expenses,"8,051,497.00","7,574,453.00","7,574,453.00","7,574,453.00","7,574,453.00"
Local Banks,Private Sector Banks,SILKBANK LIMITED,9. Profit/(loss) before taxation,"-5,828,943.00","-9,691,461.00","-9,691,461.00","-9,691,461.00","-9,691,461.00"
Local Banks,Private Sector Banks,SILKBANK LIMITED,10. Profit/(loss) after taxation,"-3,963,003.00","-6,571,852.00","-6,571,852.00","-6,571,852.00","-6,571,852.00"
Local Banks,Private Sector Banks,SILKBANK LIMITED,E. Other items,,,,,
Local Banks,Private Sector Banks,SILKBANK LIMITED,1. No. of ordinary shares (000),"2,343,137.00","2,343,137.00","2,343,137.00","2,343,137.00","2,343,137.00"
Local Banks,Private Sector Banks,SILKBANK LIMITED,2. Cash dividend, -   , -   , -   , -   , -   
Local Banks,Private Sector Banks,SILKBANK LIMITED,3. Stock dividend/bonus shares, -   , -   , -   , -   , -   
Local Banks,Private Sector Banks,SILKBANK LIMITED,4. Cash generated from operating activities,"21,646,943.00","62,312,992.00","62,312,992.00","62,312,992.00","62,312,992.00"
Local Banks,Private Sector Banks,SILKBANK LIMITED,5. Commitments and contingencies,,,, -   ,
Local Banks,Private Sector Banks,SILKBANK LIMITED,F. Efficiency ratios/profitability ratios,,,,,
Local Banks,Private Sector Banks,SILKBANK LIMITED,1. Spread Ratio (D3/D1),9.68,7.6,7.6,7.6,7.6
Local Banks,Private Sector Banks,SILKBANK LIMITED,2. Net markup/interest margin (D1-D2)/C,0.79,0.64,0.64,0.64,0.64
Local Banks,Private Sector Banks,SILKBANK LIMITED,3. Return on equity (ROE) (D10/A),-37.69,-165.28,-165.28,-165.28,-165.28
Local Banks,Private Sector Banks,SILKBANK LIMITED,4. Return on assets (ROA) (D10/C),-1.93,-2.46,-2.46,-2.46,-2.46
Local Banks,Private Sector Banks,SILKBANK LIMITED,5. Non-markup/interest income to total assets (D6/C),1.57,2.28,2.28,2.28,2.28
Local Banks,Private Sector Banks,SILKBANK LIMITED,6. Net markup/interest income (after prov.) to total assets (D5/C),-0.4,-3.05,-3.05,-3.05,-3.05
Local Banks,Private Sector Banks,SILKBANK LIMITED,7. Markup/interest expense to markup/interest income (D2/D1),90.32,92.4,92.4,92.4,92.4
Local Banks,Private Sector Banks,SILKBANK LIMITED,8. Admin. expense to profit before tax. (D8/D9) (times),-1.38,-0.78,-0.78,-0.78,-0.78
Local Banks,Private Sector Banks,SILKBANK LIMITED,9. Non-markup/interest expense to total income D7/(D1+D6),41.38,26.46,26.46,26.46,26.46
Local Banks,Private Sector Banks,SILKBANK LIMITED,10. Admin. expense to non-markup/interest income (D8/D6) (times),2.49,1.24,1.24,1.24,1.24
Local Banks,Private Sector Banks,SILKBANK LIMITED,11. Earning per share (D10/E1),-1.69,-2.8,-2.8,-2.8,-2.8
Local Banks,Private Sector Banks,SILKBANK LIMITED,G. Liquidity ratios,,,,,
Local Banks,Private Sector Banks,SILKBANK LIMITED,1. Cash & cash equivalent to total assets (C1+C2)/C,6.32,5.36,5.36,5.36,5.36
Local Banks,Private Sector Banks,SILKBANK LIMITED,2. Investment to total assets (C4/C),17.62,43.13,43.13,43.13,43.13
Local Banks,Private Sector Banks,SILKBANK LIMITED,3. Advances net of provisions to total assets (C8/C),51.23,34.36,34.36,34.36,34.36
Local Banks,Private Sector Banks,SILKBANK LIMITED,4. Deposits to total assets (B3/C),72.37,59.86,59.86,59.86,59.86
Local Banks,Private Sector Banks,SILKBANK LIMITED,5. Total liabilities to total assets (B/C),94.76,98.18,98.18,98.18,98.18
Local Banks,Private Sector Banks,SILKBANK LIMITED,6. Gross advances to deposits (C5/B3),75.4,66.56,66.56,66.56,66.56
Local Banks,Private Sector Banks,SILKBANK LIMITED,7. Gross advances to borrowing & deposits C5/(B2+B3),62.07,42.73,42.73,42.73,42.73
Local Banks,Private Sector Banks,SILKBANK LIMITED,H. Assets quality ratios,,,,,
Local Banks,Private Sector Banks,SILKBANK LIMITED,1. Non-performing loans to gross advances (C6/C5),30.94,40.14,40.14,40.14,40.14
Local Banks,Private Sector Banks,SILKBANK LIMITED,2. Provisions against NPLs to gross advances (C7/C5),6.11,13.78,13.78,13.78,13.78
Local Banks,Private Sector Banks,SILKBANK LIMITED,3. NPLs to total equity (C6/A),330.27,"1,076.80","1,076.80","1,076.80","1,076.80"
Local Banks,Private Sector Banks,SILKBANK LIMITED,4. NPLs write off to NPLs provisions (D4/C7),35.45,67.37,67.37,67.37,67.37
Local Banks,Private Sector Banks,SILKBANK LIMITED,5. Provision against NPL to NPLs (C7/C6),19.76,34.32,34.32,34.32,34.32
Local Banks,Private Sector Banks,SILKBANK LIMITED,I. Capital/leverage ratios,,,,,
Local Banks,Private Sector Banks,SILKBANK LIMITED,1. Capital ratio (A/C),5.11,1.49,1.49,1.49,1.49
Local Banks,Private Sector Banks,SILKBANK LIMITED,2. Commitments & contingencies to total equity (E5/A) (times), -   , -   , -   , -   ,
Local Banks,Private Sector Banks,SILKBANK LIMITED,3. Break up value per share (A/E1),4.49,1.7,1.7,1.7,1.7
Local Banks,Private Sector Banks,SILKBANK LIMITED,4. Total deposit to total equity (B3/A) (times),14.16,40.3,40.3,40.3,40.3
Local Banks,Private Sector Banks,SILKBANK LIMITED,J. Cash flow ratio,,,,,
Local Banks,Private Sector Banks,SILKBANK LIMITED,1. Cash generated from operating activities to profit after tax (E4/D10) (times),-5.46,-9.48,-9.48,-9.48,-9.48
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,A. Total equity (A1 to A3),"49,614,577.00","63,592,974.00","82,494,165.00","115,984,364.00","173,986,920.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,1. Share capital,"12,861,116.00","14,147,228.00","16,269,312.00","17,896,243.00","17,912,532.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,2. Reserves,"18,207,664.00","20,424,225.00","23,393,198.00","28,187,821.00","37,082,157.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,3. Un appropriated profit,"18,545,797.00","29,021,521.00","42,831,655.00","69,900,300.00","118,992,231.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,4. Others,"9,400,835.00","5,562,292.00","4,063,610.00","-663,671.00","10,920,597.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,B. Total liabilities (B1 to B4),"1,062,242,842.00","1,452,404,197.00","1,816,413,625.00","2,462,076,818.00","2,827,201,240.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,1. Bills payable,"17,186,807.00","26,494,006.00","36,141,378.00","40,175,122.00","39,724,176.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,2. Borrowings from financial institutions,"42,047,390.00","94,500,640.00","220,414,234.00","573,326,439.00","377,494,612.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,3. Deposits and other accounts,"932,579,114.00","1,254,430,534.00","1,455,886,468.00","1,658,490,118.00","2,217,473,924.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,4. Other/misc. liabilities,"70,429,531.00","76,979,017.00","103,971,545.00","190,085,139.00","192,508,528.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,C. Total assets (C1 to C4 + C8 to C10),"1,121,258,254.00","1,521,559,463.00","1,902,971,400.00","2,577,397,511.00","3,012,108,757.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,1. Cash and balances with treasury banks,"92,193,361.00","136,242,495.00","170,500,698.00","117,743,106.00","242,611,556.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,2. Balances with other banks,"15,372,233.00","19,445,879.00","16,420,036.00","13,676,159.00","11,452,256.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,3. Lending to financial institutions,"223,689,325.00","342,068,799.00","238,401,637.00","34,964,299.00","34,964,299.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,4. Investments,"225,646,162.00","434,208,340.00","620,132,043.00","1,283,210,287.00","1,572,387,620.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,5. Gross advances,"506,512,576.00","531,587,615.00","777,295,126.00","1,018,101,757.00","992,027,463.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,6. Advances-non-performing/classified,"8,995,719.00","14,933,473.00","14,449,538.00","13,628,287.00","16,939,197.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,7. Provision against advances,"12,737,230.00","19,055,685.00","19,209,006.00","22,593,403.00","30,354,451.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,8. Advances net of provision (C5-C7),"493,775,346.00","512,531,930.00","758,086,120.00","995,508,354.00","961,673,012.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,9. Fixed assets,"23,284,415.00","23,568,351.00","33,957,947.00","40,426,520.00","58,618,336.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,10. Other/misc. assets,"47,297,412.00","53,493,669.00","65,472,919.00","91,868,786.00","130,401,678.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,D. Profit & loss account,,,,,
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,1. Markup/interest earned,"94,270,461.00","106,589,059.00","110,072,547.00","232,121,232.00","431,722,282.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,2. Markup/interest expenses,"47,731,080.00","41,740,168.00","41,151,438.00","110,417,606.00","205,293,460.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,3. Net markup/interest income,"46,539,381.00","64,848,891.00","68,921,109.00","121,703,626.00","226,428,822.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,4. Provisions and write-offs,"4,186,430.00","8,210,297.00","992,830.00","4,176,661.00","7,340,411.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,5. Net markup/interest income after provisions,"42,352,951.00","56,638,594.00","67,928,279.00","117,526,965.00","219,088,411.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,6. Non-markup/interest income,"9,320,186.00","10,071,889.00","14,891,800.00","19,103,188.00","22,107,161.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,7. Non-markup/interest expenses,"25,522,458.00","29,774,741.00","35,324,334.00","48,245,325.00","71,787,656.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,8. Administrative expenses,"24,830,659.00","28,808,560.00","34,356,293.00","46,239,831.00","67,876,595.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,9. Profit/(loss) before taxation,"26,150,679.00","36,935,742.00","47,495,745.00","88,384,828.00","169,407,916.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,10. Profit/(loss) after taxation,"15,232,074.00","22,165,606.00","28,355,157.00","45,006,610.00","84,475,642.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,E. Other items,,,,,
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,1. No. of ordinary shares (000),"1,286,112.00","1,414,723.00","1,626,931.00","1,789,624.00", -   
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,2. Cash dividend,50,60,60,85,200
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,3. Stock dividend/bonus shares,10,10,15, -   , -   
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,4. Cash generated from operating activities,"136,080,972.00","272,867,150.00","234,566,825.00","638,082,992.00","436,179,102.00"
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,5. Commitments and contingencies,,, -   , -   ,
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,F. Efficiency ratios/profitability ratios,,,,,
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,1. Spread Ratio (D3/D1),49.37,60.84,62.61,52.43,52.45
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,2. Net markup/interest margin (D1-D2)/C,4.15,4.26,3.62,4.72,7.52
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,3. Return on equity (ROE) (D10/A),30.7,34.86,34.37,38.8,48.55
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,4. Return on assets (ROA) (D10/C),1.36,1.46,1.49,1.75,2.8
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,5. Non-markup/interest income to total assets (D6/C),0.83,0.66,0.78,0.74,0.73
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,6. Net markup/interest income (after prov.) to total assets (D5/C),3.78,3.72,3.57,4.56,7.27
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,7. Markup/interest expense to markup/interest income (D2/D1),50.63,39.16,37.39,47.57,47.55
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,8. Admin. expense to profit before tax. (D8/D9) (times),0.95,0.78,0.72,0.52,0.4
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,9. Non-markup/interest expense to total income D7/(D1+D6),24.64,25.52,28.27,19.2,15.82
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,10. Admin. expense to non-markup/interest income (D8/D6) (times),2.66,2.86,2.31,2.42,3.07
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,11. Earning per share (D10/E1),11.84,15.67,17.43,25.15,
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,G. Liquidity ratios,,,,,
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,1. Cash & cash equivalent to total assets (C1+C2)/C,9.59,10.23,9.82,5.1,8.43
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,2. Investment to total assets (C4/C),20.12,28.54,32.59,49.79,52.2
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,3. Advances net of provisions to total assets (C8/C),44.04,33.68,39.84,38.62,31.93
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,4. Deposits to total assets (B3/C),83.17,82.44,76.51,64.35,73.62
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,5. Total liabilities to total assets (B/C),94.74,95.45,95.45,95.53,93.86
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,6. Gross advances to deposits (C5/B3),54.31,42.38,53.39,61.39,44.74
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,7. Gross advances to borrowing & deposits C5/(B2+B3),51.97,39.41,46.37,45.62,38.23
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,H. Assets quality ratios,,,,,
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,1. Non-performing loans to gross advances (C6/C5),1.78,2.81,1.86,1.34,1.71
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,2. Provisions against NPLs to gross advances (C7/C5),2.51,3.58,2.47,2.22,3.06
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,3. NPLs to total equity (C6/A),18.13,23.48,17.52,11.75,9.74
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,4. NPLs write off to NPLs provisions (D4/C7),32.87,43.09,5.17,18.49,24.18
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,5. Provision against NPL to NPLs (C7/C6),141.59,127.6,132.94,165.78,179.2
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,I. Capital/leverage ratios,,,,,
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,1. Capital ratio (A/C),4.42,4.18,4.34,4.5,5.78
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,2. Commitments & contingencies to total equity (E5/A) (times), -   , -   , -   , -   ,
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,3. Break up value per share (A/E1),38.58,44.95,50.71,64.81,
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,4. Total deposit to total equity (B3/A) (times),18.8,19.73,17.65,14.3,12.75
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,J. Cash flow ratio,,,,,
Local Banks,Private Sector Banks,MEEZAN BANK LTD.,1. Cash generated from operating activities to profit after tax (E4/D10) (times),8.93,12.31,8.27,14.18,5.16
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,A. Total equity (A1 to A3),"15,069,968.00","16,864,664.00","19,046,865.00","23,682,114.00","31,803,828.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,1. Share capital,"11,007,991.00","11,007,991.00","11,007,991.00","11,007,991.00","11,007,991.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,2. Reserves,"1,186,267.00","1,526,894.00","1,703,164.00","2,591,091.00","4,800,111.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,3. Un appropriated profit,"2,875,710.00","4,329,779.00","6,335,710.00","10,083,032.00","15,995,726.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,4. Others,"4,626,364.00","3,030,509.00","3,464,337.00","2,768,287.00","4,662,090.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,B. Total liabilities (B1 to B4),"263,400,162.00","316,402,125.00","385,878,972.00","460,788,711.00","618,399,978.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,1. Bills payable,"3,645,324.00","3,324,085.00","3,484,210.00","3,530,929.00","5,125,177.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,2. Borrowings from financial institutions,"15,103,607.00","16,127,616.00","21,193,332.00","21,052,256.00","60,659,056.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,3. Deposits and other accounts,"228,826,675.00","283,641,351.00","344,787,956.00","415,911,942.00","522,540,925.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,4. Other/misc. liabilities,"15,824,556.00","13,309,073.00","16,413,474.00","20,293,584.00","30,074,820.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,C. Total assets (C1 to C4 + C8 to C10),"283,096,494.00","336,297,297.85","408,390,174.00","487,239,112.00","654,865,896.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,1. Cash and balances with treasury banks,"14,640,163.00","22,034,025.00","24,552,347.00","39,972,702.00","41,287,071.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,2. Balances with other banks,"1,877,508.00","12,308,269.00","3,691,953.00","2,045,955.00","1,373,974.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,3. Lending to financial institutions,"42,911,620.00","41,640,012.00","34,945,365.00","23,878,183.00","16,502,138.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,4. Investments,"55,194,471.00","95,239,635.00","124,838,317.00","179,741,488.00","314,083,872.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,5. Gross advances,"144,720,437.00","145,455,545.00","196,471,892.00","220,340,922.00","254,034,915.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,6. Advances-non-performing/classified,"15,387,724.00","17,528,755.00","17,076,678.00","19,872,534.00","22,890,642.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,7. Provision against advances,"12,945,933.00","15,293,656.00","15,295,653.00","19,012,480.00","23,840,627.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,8. Advances net of provision (C5-C7),"131,774,504.00","130,161,889.00","181,176,239.00","201,328,442.00","230,194,288.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,9. Fixed assets,"12,717,391.00","14,850,004.00","13,617,439.00","14,189,370.00","16,139,569.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,10. Other/misc. assets,"23,980,837.00","20,063,463.85","25,568,514.00","26,082,972.00","35,284,984.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,D. Profit & loss account,,,,,
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,1. Markup/interest earned,"23,650,447.00","25,743,683.00","23,235,371.00","46,345,194.00","92,756,237.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,2. Markup/interest expenses,"12,860,056.00","13,254,781.00","12,303,231.00","25,942,829.00","52,572,505.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,3. Net markup/interest income,"10,790,391.00","12,488,902.00","10,932,140.00","20,402,365.00","40,183,732.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,4. Provisions and write-offs,"2,798,657.00","2,601,023.00","31,888.00","3,812,494.00","6,391,455.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,5. Net markup/interest income after provisions,"7,991,734.00","9,887,879.00","10,900,252.00","16,589,871.00","33,792,277.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,6. Non-markup/interest income,"1,633,184.00","1,635,435.00","2,119,486.00","3,598,856.00","3,310,597.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,7. Non-markup/interest expenses,"7,793,580.00","8,763,867.00","9,622,832.00","11,960,615.00","16,579,477.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,8. Administrative expenses,"7,721,165.00","8,578,042.00","9,549,614.00","11,773,169.00","16,159,656.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,9. Profit/(loss) before taxation,"1,831,338.00","2,759,447.00","3,396,906.00","8,228,112.00","20,523,397.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,10. Profit/(loss) after taxation,"1,087,338.00","1,703,135.00","2,131,350.00","4,439,635.00","11,045,099.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,E. Other items,,,,,
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,1. No. of ordinary shares (000),"1,100,799.00","1,100,799.00","1,100,799.00","1,108,703.00","1,108,703.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,2. Cash dividend,10, -   , -   ,10,27.5
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,3. Stock dividend/bonus shares, -   , -   , -   , -   , -   
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,4. Cash generated from operating activities,"17,027,070.00","60,476,352.00","26,330,721.00","70,942,572.00","141,688,927.00"
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,5. Commitments and contingencies,,, -   ,,
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,F. Efficiency ratios/profitability ratios,,,,,
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,1. Spread Ratio (D3/D1),45.62,48.51,47.05,44.02,43.32
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,2. Net markup/interest margin (D1-D2)/C,3.81,3.71,2.68,4.19,6.14
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,3. Return on equity (ROE) (D10/A),7.22,10.1,11.19,18.75,34.73
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,4. Return on assets (ROA) (D10/C),0.38,0.51,0.52,0.91,1.69
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,5. Non-markup/interest income to total assets (D6/C),0.58,0.49,0.52,0.74,0.51
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,6. Net markup/interest income (after prov.) to total assets (D5/C),2.82,2.94,2.67,3.4,5.16
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,7. Markup/interest expense to markup/interest income (D2/D1),54.38,51.49,52.95,55.98,56.68
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,8. Admin. expense to profit before tax. (D8/D9) (times),4.22,3.11,2.81,1.43,0.79
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,9. Non-markup/interest expense to total income D7/(D1+D6),30.82,32.01,37.95,23.95,17.26
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,10. Admin. expense to non-markup/interest income (D8/D6) (times),4.73,5.25,4.51,3.27,4.88
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,11. Earning per share (D10/E1),0.99,1.55,1.94,4,9.96
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,G. Liquidity ratios,,,,,
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,1. Cash & cash equivalent to total assets (C1+C2)/C,5.83,10.21,6.92,8.62,6.51
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,2. Investment to total assets (C4/C),19.5,28.32,30.57,36.89,47.96
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,3. Advances net of provisions to total assets (C8/C),46.55,38.7,44.36,41.32,35.15
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,4. Deposits to total assets (B3/C),80.83,84.34,84.43,85.36,79.79
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,5. Total liabilities to total assets (B/C),93.04,94.08,94.49,94.57,94.43
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,6. Gross advances to deposits (C5/B3),63.24,51.28,56.98,52.98,48.62
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,7. Gross advances to borrowing & deposits C5/(B2+B3),59.33,48.52,53.68,50.43,43.56
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,H. Assets quality ratios,,,,,
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,1. Non-performing loans to gross advances (C6/C5),10.63,12.05,8.69,9.02,9.01
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,2. Provisions against NPLs to gross advances (C7/C5),8.95,10.51,7.79,8.63,9.38
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,3. NPLs to total equity (C6/A),102.11,103.94,89.66,83.91,71.97
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,4. NPLs write off to NPLs provisions (D4/C7),21.62,17.01,0.21,20.05,26.81
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,5. Provision against NPL to NPLs (C7/C6),84.13,87.25,89.57,95.67,104.15
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,I. Capital/leverage ratios,,,,,
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,1. Capital ratio (A/C),5.32,5.01,4.66,4.86,4.86
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,2. Commitments & contingencies to total equity (E5/A) (times), -   , -   , -   ,,
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,3. Break up value per share (A/E1),13.69,15.32,17.3,21.36,28.69
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,4. Total deposit to total equity (B3/A) (times),15.18,16.82,18.1,17.56,16.43
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,J. Cash flow ratio,,,,,
Local Banks,Private Sector Banks,BANKISLAMI PAKISTAN LTD.,1. Cash generated from operating activities to profit after tax (E4/D10) (times),15.66,35.51,12.35,15.98,12.83
Local Banks,Private Sector Banks,ALBARAKA BANK (PAKISTAN) LTD.,A. Total equity (A1 to A3),"11,546,024.00","12,305,943.00","12,933,610.00","14,428,318.00","14,428,318.00"
Local Banks,Private Sector Banks,ALBARAKA BANK (PAKISTAN) LTD.,1. Share capital,"14,500,490.00","14,500,490.00","14,500,490.00","14,500,490.00","14,500,490.00"
